,date_of_birth,date_of_photo_shoot,face_score,file_path,age
45257,1942-05-19,1988,2.8256728568,40/12740_1942-05-19_1988.jpg,46
45258,1921-10-25,1943,2.37660692609,11/12741111_1921-10-25_1943.jpg,22
45260,1942-08-10,2013,3.46429530169,76/1274176_1942-08-10_2013.jpg,71
45261,1928-10-27,1952,4.2010996129,79/12742179_1928-10-27_1952.jpg,24
45262,1957-02-27,2007,3.35751043383,78/1274378_1957-02-27_2007.jpg,50
45265,1939-01-06,1985,3.29036353987,66/1274866_1939-01-06_1985.jpg,46
45266,1970-09-18,2006,3.68079590446,29/12749429_1970-09-18_2006.jpg,36
45267,1987-04-16,2015,1.78460164768,71/12749571_1987-04-16_2015.jpg,28
45268,1985-08-05,2011,3.78985687957,64/12749864_1985-08-05_2011.jpg,26
45270,1931-09-19,1961,2.43404903435,23/12750123_1931-09-19_1961.jpg,30
45271,1973-07-02,2008,1.75142823447,58/12750258_1973-07-02_2008.jpg,35
45274,1985-05-12,2014,2.12952069518,55/12750855_1985-05-12_2014.jpg,29
45276,1980-02-29,2010,2.02446797478,83/12751783_1980-02-29_2010.jpg,30
45277,1982-02-28,2011,1.3124497463,38/12751838_1982-02-28_2011.jpg,29
45278,1983-11-15,2013,3.797399178,78/12751878_1983-11-15_2013.jpg,30
45280,1944-12-25,1974,4.73140537882,36/1275236_1944-12-25_1974.jpg,30
45284,1911-02-18,1947,3.97509717978,93/12754393_1911-02-18_1947.jpg,36
45285,1899-07-07,1946,4.70424510587,54/12754_1899-07-07_1946.jpg,47
45286,1933-11-12,1977,3.30033375918,81/12755781_1933-11-12_1977.jpg,44
45287,1949-03-24,2009,3.62541071015,61/12756261_1949-03-24_2009.jpg,60
45288,1959-06-17,2011,4.58366616411,15/12758715_1959-06-17_2011.jpg,52
45289,1970-09-19,2009,3.68783632365,94/12758794_1970-09-19_2009.jpg,39
45291,1937-06-05,2000,1.31248132708,06/12759606_1937-06-05_2000.jpg,63
45292,1973-11-07,2008,3.47085951718,90/1275990_1973-11-07_2008.jpg,35
45293,1967-07-04,2007,3.63492448098,16/1276016_1967-07-04_2007.jpg,40
45294,1976-06-27,2007,4.62884821592,18/1276018_1976-06-27_2007.jpg,31
45295,1955-02-06,2009,2.29123004107,93/12760493_1955-02-06_2009.jpg,54
45296,1987-07-29,2008,4.68650992259,91/12760691_1987-07-29_2008.jpg,21
45297,1984-07-27,2015,2.41274237546,18/12760718_1984-07-27_2015.jpg,31
45298,1939-06-06,1981,0.89955975298,92/1276092_1939-06-06_1981.jpg,42
45299,1929-07-20,1980,1.77351676797,02/1276102_1929-07-20_1980.jpg,51
45301,1961-05-02,1985,3.10669602304,55/12761455_1961-05-02_1985.jpg,24
45304,1948-01-01,1977,3.38422952186,29/1276229_1948-01-01_1977.jpg,29
45306,1977-12-06,2007,3.60244357257,17/12762817_1977-12-06_2007.jpg,30
45307,1961-10-26,2010,0.86267792987,95/1276295_1961-10-26_2010.jpg,49
45309,1978-06-05,2011,5.02455274231,04/12763304_1978-06-05_2011.jpg,33
45310,1951-06-23,2011,4.42748016086,81/1276481_1951-06-23_2011.jpg,60
45311,1986-04-17,2012,3.06818764102,87/12764987_1986-04-17_2012.jpg,26
45312,1944-03-15,2014,2.27694490653,56/12765056_1944-03-15_2014.jpg,70
45313,1903-09-25,1959,2.27322441239,57/127657_1903-09-25_1959.jpg,56
45314,1903-05-19,1953,3.88070876191,17/12767717_1903-05-19_1953.jpg,50
45315,1947-06-15,2012,3.99073994167,79/12768179_1947-06-15_2012.jpg,65
45319,1961-06-26,2010,1.20416726086,80/1277180_1961-06-26_2010.jpg,49
45320,1968-05-01,2010,3.1048551679,20/12772220_1968-05-01_2010.jpg,42
45321,1916-06-26,1949,2.94489757491,62/12772362_1916-06-26_1949.jpg,33
45324,1976-06-20,2010,0.818924938178,60/1277460_1976-06-20_2010.jpg,34
45326,1939-02-21,1963,1.98470994279,91/12775491_1939-02-21_1963.jpg,24
45327,1973-05-25,2008,2.82994919194,98/1277598_1973-05-25_2008.jpg,35
45328,1952-08-16,2010,2.61195126439,69/12776169_1952-08-16_2010.jpg,58
45329,1963-12-18,2007,1.38274839596,17/1277617_1963-12-18_2007.jpg,44
45331,1970-10-25,2010,4.13157402186,46/1277646_1970-10-25_2010.jpg,40
45332,1988-09-03,2011,2.42527208999,52/12776952_1988-09-03_2011.jpg,23
45333,1970-12-09,2005,4.95151909813,12/1277712_1970-12-09_2005.jpg,35
45335,1985-04-26,2014,2.79642630014,59/12777959_1985-04-26_2014.jpg,29
45336,1965-06-13,2012,4.78086658225,64/1277864_1965-06-13_2012.jpg,47
45338,1944-11-15,2008,1.32702938593,77/12778777_1944-11-15_2008.jpg,64
45339,1986-11-12,2012,1.98132417673,88/12779188_1986-11-12_2012.jpg,26
45340,1897-08-29,1944,3.01223588445,64/12779464_1897-08-29_1944.jpg,47
45341,1990-08-17,2012,1.72684686569,61/12780261_1990-08-17_2012.jpg,22
45343,1992-05-07,2009,5.93139483983,56/12780956_1992-05-07_2009.jpg,17
45348,1974-09-08,2005,2.71266544489,26/1278226_1974-09-08_2005.jpg,31
45349,1978-08-13,2010,2.46026091011,14/1278314_1978-08-13_2010.jpg,32
45350,1976-06-23,2007,2.05345981498,68/1278368_1976-06-23_2007.jpg,31
45352,1982-04-16,2010,1.38047304204,12/1278412_1982-04-16_2010.jpg,28
45354,1975-04-07,2012,1.69784653356,36/1278536_1975-04-07_2012.jpg,37
45355,1986-05-31,2010,5.10338244725,73/12785773_1986-05-31_2010.jpg,24
45356,1984-05-18,2011,3.99664176221,73/12786073_1984-05-18_2011.jpg,27
45357,1983-04-11,2009,2.69018196486,83/12787083_1983-04-11_2009.jpg,26
45358,1978-04-20,2013,4.59009354362,93/12787093_1978-04-20_2013.jpg,35
45359,1985-01-17,2009,4.75141699849,35/12787135_1985-01-17_2009.jpg,24
45361,1990-05-25,2011,3.25317615365,12/12788312_1990-05-25_2011.jpg,21
45362,1982-07-30,2014,5.91179927088,62/12788962_1982-07-30_2014.jpg,32
45363,1974-08-21,2010,2.68949862247,83/12789583_1974-08-21_2010.jpg,36
45364,1990-10-29,2008,3.54664217573,38/12789738_1990-10-29_2008.jpg,18
45365,1991-11-06,2012,2.58093864263,48/12789748_1991-11-06_2012.jpg,21
45367,1990-01-24,2010,4.8293834517,81/12789881_1990-01-24_2010.jpg,20
45368,1963-11-06,2007,3.08731307252,39/12789939_1963-11-06_2007.jpg,44
45369,1946-11-01,2008,3.13868321406,20/12790520_1946-11-01_2008.jpg,62
45374,1964-11-23,2001,3.73551083635,36/1279236_1964-11-23_2001.jpg,37
45376,1988-08-24,2010,3.90047566016,27/12793827_1988-08-24_2010.jpg,22
45377,1983-08-04,2013,2.83195913853,55/12794755_1983-08-04_2013.jpg,30
45378,1924-09-10,1954,3.56614384474,42/1279542_1924-09-10_1954.jpg,30
45379,1926-02-08,2009,3.10505271992,37/12796137_1926-02-08_2009.jpg,83
45381,1926-08-03,1995,1.74153852399,39/1279739_1926-08-03_1995.jpg,69
45383,1949-08-21,2010,4.14185286895,59/1279759_1949-08-21_2010.jpg,61
45384,1989-02-24,2013,2.12273194168,07/12798307_1989-02-24_2013.jpg,24
45385,1963-09-28,2010,3.40688571251,15/1279915_1963-09-28_2010.jpg,47
45386,1928-11-29,1950,2.79848496761,99/22703399_1928-11-29_1950.jpg,22
45387,1943-11-29,2000,1.96133900687,90/22703690_1943-11-29_2000.jpg,57
45388,1977-06-11,2007,3.21212889642,60/22704460_1977-06-11_2007.jpg,30
45390,1987-03-06,2013,4.10010763795,09/22705009_1987-03-06_2013.jpg,26
45391,1949-05-12,2008,4.59885889546,24/2271024_1949-05-12_2008.jpg,59
45393,1985-09-20,2010,3.57712333247,66/22711666_1985-09-20_2010.jpg,25
45394,1920-04-18,1942,2.72282814377,53/22712853_1920-04-18_1942.jpg,22
45395,1947-10-19,2011,2.4524370348,60/22713160_1947-10-19_2011.jpg,64
45396,1929-05-11,1984,1.65393455263,43/22713343_1929-05-11_1984.jpg,55
45398,1972-08-02,2009,4.31340972901,35/2271435_1972-08-02_2009.jpg,37
45399,1967-09-22,2005,3.6708464621,75/2271475_1967-09-22_2005.jpg,38
45404,1940-10-16,1974,3.56603083656,65/227165_1940-10-16_1974.jpg,34
45406,1965-01-29,2013,4.17218693048,83/22720683_1965-01-29_2013.jpg,48
45407,1946-04-03,2011,3.94095195632,10/2272110_1946-04-03_2011.jpg,65
45411,1940-06-06,1974,3.01055852331,30/227230_1940-06-06_1974.jpg,34
45412,1979-10-02,2012,5.23739409309,92/22726292_1979-10-02_2012.jpg,33
45413,1957-08-12,2015,4.45158980594,55/2272755_1957-08-12_2015.jpg,58
45414,1984-04-20,2011,2.386600958,24/22727924_1984-04-20_2011.jpg,27
45415,1961-11-26,2005,2.10178677021,92/2272792_1961-11-26_2005.jpg,44
45416,1985-08-11,2014,3.87596629458,72/22728072_1985-08-11_2014.jpg,29
45417,1923-02-20,2009,3.5227331694,91/22730091_1923-02-20_2009.jpg,86
45418,1954-12-01,2012,5.92572646332,25/2273025_1954-12-01_2012.jpg,58
45419,1976-07-23,2009,3.97774889098,44/2273044_1976-07-23_2009.jpg,33
45420,1945-08-10,2008,1.44780852586,54/22730654_1945-08-10_2008.jpg,63
45422,1961-12-03,2007,4.23620194817,87/2273087_1961-12-03_2007.jpg,46
45423,1989-04-17,2014,3.5045480055,08/22731308_1989-04-17_2014.jpg,25
45424,1988-07-13,2014,5.07558768682,25/22731525_1988-07-13_2014.jpg,26
45425,1974-11-18,2014,3.74938191698,19/227319_1974-11-18_2014.jpg,40
45426,1984-02-21,2012,2.08418646035,51/22732551_1984-02-21_2012.jpg,28
45427,1995-03-08,2014,4.24697842406,70/22732870_1995-03-08_2014.jpg,19
45428,1894-02-01,1954,4.55970451745,10/22733610_1894-02-01_1954.jpg,60
45430,1990-11-15,2009,4.90052435837,69/22734569_1990-11-15_2009.jpg,19
45433,1951-11-07,2009,3.97552138671,26/2273626_1951-11-07_2009.jpg,58
45434,1913-05-31,1950,3.24450210165,55/2273655_1913-05-31_1950.jpg,37
45439,1954-09-02,2010,3.64533874346,83/22738383_1954-09-02_2010.jpg,56
45440,1973-06-26,2011,5.38012947311,25/22738625_1973-06-26_2011.jpg,38
45441,1909-07-24,1941,1.76219778922,70/2273870_1909-07-24_1941.jpg,32
45443,1990-03-27,2011,2.89416247586,49/22739449_1990-03-27_2011.jpg,21
45444,1960-06-30,2012,4.87542644934,37/22740237_1960-06-30_2012.jpg,52
45445,1916-02-05,1948,2.92995241023,17/22740417_1916-02-05_1948.jpg,32
45446,1990-05-03,2008,5.4828520636,07/22740507_1990-05-03_2008.jpg,18
45447,1948-06-20,2013,2.26162321098,87/22741787_1948-06-20_2013.jpg,65
45450,1942-03-12,1993,3.25468519214,41/22742941_1942-03-12_1993.jpg,51
45451,1947-08-05,2006,1.90592818582,22/2274322_1947-08-05_2006.jpg,59
45453,1969-03-04,2007,2.56513784548,28/2274428_1969-03-04_2007.jpg,38
45454,1970-05-30,2007,4.92608768316,03/22745003_1970-05-30_2007.jpg,37
45455,1931-01-06,2008,2.37398073784,58/227458_1931-01-06_2008.jpg,77
45456,1957-08-12,2009,4.64345888399,38/2274738_1957-08-12_2009.jpg,52
45458,1935-11-19,2012,3.48941528339,80/227480_1935-11-19_2012.jpg,77
45459,1980-12-24,2009,0.767814578889,46/22748746_1980-12-24_2009.jpg,29
45461,1990-12-15,2011,1.40693285258,55/22749755_1990-12-15_2011.jpg,21
45462,1929-04-08,1968,3.75887231903,99/22749899_1929-04-08_1968.jpg,39
45463,1882-12-28,1944,2.45460142766,74/2274_1882-12-28_1944.jpg,62
45464,1945-11-07,1965,2.90415355363,23/2275023_1945-11-07_1965.jpg,20
45466,1955-04-23,1994,4.36457886454,71/2275071_1955-04-23_1994.jpg,39
45468,1919-01-13,1950,4.66292575954,14/227514_1919-01-13_1950.jpg,31
45469,1971-05-11,2008,0.85882614466,00/22751700_1971-05-11_2008.jpg,37
45470,1989-10-24,2011,3.2694366148,42/22751942_1989-10-24_2011.jpg,22
45471,1899-11-09,1940,2.47053555157,61/22753061_1899-11-09_1940.jpg,41
45473,1911-01-14,1953,2.23821585245,99/22753699_1911-01-14_1953.jpg,42
45474,1920-09-06,1970,2.71183099661,88/22753788_1920-09-06_1970.jpg,50
45475,1944-11-12,1975,0.949806389401,95/22753795_1944-11-12_1975.jpg,31
45476,1895-07-12,1940,3.71282206738,53/22753_1895-07-12_1940.jpg,45
45477,1977-09-28,2005,3.55062526246,38/2275438_1977-09-28_2005.jpg,28
45478,1941-04-04,2007,2.36939607266,71/2275471_1941-04-04_2007.jpg,66
45479,1987-07-17,2015,4.57469547289,96/22755496_1987-07-17_2015.jpg,28
45480,1993-10-08,2012,4.19543632965,99/22755799_1993-10-08_2012.jpg,19
45481,1980-04-03,2013,2.9767942174,60/22756060_1980-04-03_2013.jpg,33
45484,1988-04-06,2011,3.28335100261,62/22756662_1988-04-06_2011.jpg,23
45488,1961-09-12,2011,2.63001830462,23/2275823_1961-09-12_2011.jpg,50
45489,1991-02-28,2011,5.46244594992,80/2275880_1991-02-28_2011.jpg,20
45491,1976-07-19,2014,5.14892381698,90/2275990_1976-07-19_2014.jpg,38
45492,1958-11-03,2010,2.28490315196,67/22760867_1958-11-03_2010.jpg,52
45493,1982-04-12,2013,5.60695810483,29/22761229_1982-04-12_2013.jpg,31
45494,1986-06-06,2015,2.45712693236,44/2276244_1986-06-06_2015.jpg,29
45495,1980-08-21,2009,3.37665168568,67/2276267_1980-08-21_2009.jpg,29
45496,1964-01-10,2008,2.91081683614,40/22764540_1964-01-10_2008.jpg,44
45497,1990-04-11,2011,2.36399418688,93/22765493_1990-04-11_2011.jpg,21
45498,1930-11-05,1955,2.8427221677,10/2276610_1930-11-05_1955.jpg,25
45499,1979-03-10,2013,4.32592151164,74/22767474_1979-03-10_2013.jpg,34
45500,1929-06-23,1969,2.11852280643,81/227681_1929-06-23_1969.jpg,40
45502,1990-07-11,2014,2.16135655788,20/2276820_1990-07-11_2014.jpg,24
45503,1954-04-28,2008,3.54441359108,91/2276891_1954-04-28_2008.jpg,54
45504,1985-01-28,2013,4.45495642366,21/22768921_1985-01-28_2013.jpg,28
45505,1935-10-12,2003,1.72495403678,96/227696_1935-10-12_2003.jpg,68
45507,1924-09-09,1967,4.52388421843,08/227708_1924-09-09_1967.jpg,43
45508,1980-07-12,2013,3.43214835637,92/2277292_1980-07-12_2013.jpg,33
45510,1967-02-10,2007,4.53961676131,13/2277313_1967-02-10_2007.jpg,40
45511,1985-07-05,2009,2.40985589305,57/22773357_1985-07-05_2009.jpg,24
45512,1956-12-29,2011,4.67070758795,87/22773587_1956-12-29_2011.jpg,55
45513,1976-11-04,2009,5.06751984598,00/2277500_1976-11-04_2009.jpg,33
45514,1994-09-06,2010,5.64812167708,92/22775392_1994-09-06_2010.jpg,16
45515,1983-11-24,2009,3.91041845832,33/2277633_1983-11-24_2009.jpg,26
45516,1967-05-02,2011,4.74249645053,07/2277707_1967-05-02_2011.jpg,44
45518,1980-07-27,2009,2.03654246049,58/2277958_1980-07-27_2009.jpg,29
45520,1979-12-11,2010,0.787664941121,35/2278335_1979-12-11_2010.jpg,31
45521,1986-06-08,2009,3.29968203434,56/22783456_1986-06-08_2009.jpg,23
45522,1949-08-24,1989,1.90478474719,45/2278345_1949-08-24_1989.jpg,40
45524,1947-11-05,2008,0.891284369224,13/22783713_1947-11-05_2008.jpg,61
45525,1972-01-22,2009,4.6669563154,50/2278550_1972-01-22_2009.jpg,37
45526,1984-11-10,2012,0.879117571269,93/22785593_1984-11-10_2012.jpg,28
45528,1985-04-03,2012,2.18925724468,76/22785676_1985-04-03_2012.jpg,27
45529,1935-01-07,1992,1.8539327367,73/2278573_1935-01-07_1992.jpg,57
45530,1984-05-14,2013,2.84204104328,93/22785793_1984-05-14_2013.jpg,29
45531,1975-11-09,2010,4.76825876004,61/22786561_1975-11-09_2010.jpg,35
45532,1983-05-05,2015,4.8877045259,04/2278804_1983-05-05_2015.jpg,32
45534,1954-12-26,1983,2.97438056104,90/22790_1954-12-26_1983.jpg,29
45535,1953-12-08,1980,3.39837074141,19/2279119_1953-12-08_1980.jpg,27
45537,1989-05-19,2012,5.11126568894,36/22792936_1989-05-19_2012.jpg,23
45538,1969-08-20,2010,4.89189237689,45/2279445_1969-08-20_2010.jpg,41
45539,1950-02-17,2004,4.22204793762,36/2279736_1950-02-17_2004.jpg,54
45540,1971-08-20,2010,3.74975883026,54/22797954_1971-08-20_2010.jpg,39
45541,1980-03-29,2009,2.09586974064,07/22799107_1980-03-29_2009.jpg,29
45543,1973-11-17,2008,4.11109113917,42/22799542_1973-11-17_2008.jpg,35
45545,1986-04-09,2010,4.5550931059,77/3270177_1986-04-09_2010.jpg,24
45546,1984-04-06,2011,3.93647350682,32/32702032_1984-04-06_2011.jpg,27
45549,1975-09-07,2009,3.11847007879,51/3270351_1975-09-07_2009.jpg,34
45550,1948-06-21,2011,3.69096036013,73/327073_1948-06-21_2011.jpg,63
45551,1897-07-21,1952,2.38946973473,56/32707856_1897-07-21_1952.jpg,55
45552,1983-05-16,2005,4.32755914638,44/3270944_1983-05-16_2005.jpg,22
45553,1974-02-27,2006,4.20122444368,68/3271068_1974-02-27_2006.jpg,32
45557,1911-07-09,1985,1.6578397731,27/327127_1911-07-09_1985.jpg,74
45558,1979-06-05,2011,1.32300548738,35/3271335_1979-06-05_2011.jpg,32
45559,1986-01-26,2012,3.42279800329,76/3271376_1986-01-26_2012.jpg,26
45560,1987-08-27,2011,1.48710381063,06/32713806_1987-08-27_2011.jpg,24
45561,1991-10-22,2014,4.7109144496,74/32714274_1991-10-22_2014.jpg,23
45563,1949-02-17,1998,2.03105134512,58/327158_1949-02-17_1998.jpg,49
45564,1941-03-06,2006,1.1075197541,64/327164_1941-03-06_2006.jpg,65
45566,1989-01-13,2011,4.10289700416,32/32718032_1989-01-13_2011.jpg,22
45569,1958-08-30,2011,3.59488217654,54/32718854_1958-08-30_2011.jpg,53
45570,1940-01-12,2011,1.79402827637,88/327188_1940-01-12_2011.jpg,71
45576,1969-05-22,2012,4.39147515621,69/3272069_1969-05-22_2012.jpg,43
45577,1943-04-22,2010,2.71328023028,37/3272137_1943-04-22_2010.jpg,67
45578,1946-11-06,2012,2.95471903241,45/32721445_1946-11-06_2012.jpg,66
45579,1991-11-20,2013,1.62240397211,15/32722315_1991-11-20_2013.jpg,22
45580,1986-04-02,2011,4.5708301806,21/32725421_1986-04-02_2011.jpg,25
45581,1987-07-26,2010,1.56405055552,63/32725563_1987-07-26_2010.jpg,23
45582,1986-07-18,2009,1.83547361614,43/32726143_1986-07-18_2009.jpg,23
45583,1948-06-20,1980,1.65907427486,97/32726197_1948-06-20_1980.jpg,32
45585,1989-01-13,2013,5.23311763501,08/32728408_1989-01-13_2013.jpg,24
45586,1989-03-17,2013,3.20311575266,01/32729501_1989-03-17_2013.jpg,24
45587,1981-06-23,2012,1.76262035622,12/32729512_1981-06-23_2012.jpg,31
45589,1961-10-29,1975,3.36209592426,23/3273023_1961-10-29_1975.jpg,14
45590,1997-05-12,2014,6.0965540931,70/32730470_1997-05-12_2014.jpg,17
45591,1920-01-12,1964,5.12101401804,06/327306_1920-01-12_1964.jpg,44
45592,1986-07-02,2012,4.40443635376,75/32731275_1986-07-02_2012.jpg,26
45593,1989-12-06,2013,4.34271976728,70/32731370_1989-12-06_2013.jpg,24
45596,1969-08-19,2005,2.79066355305,17/327317_1969-08-19_2005.jpg,36
45597,1974-09-21,2007,3.6187262905,31/3273231_1974-09-21_2007.jpg,33
45599,1933-03-30,1960,5.58746735845,40/32733640_1933-03-30_1960.jpg,27
45600,1988-11-21,2014,4.52403269091,96/32733796_1988-11-21_2014.jpg,26
45601,1957-04-26,2008,3.19166169605,63/32733863_1957-04-26_2008.jpg,51
45604,1986-10-26,2011,2.00359048114,70/32736270_1986-10-26_2011.jpg,25
45605,1958-12-29,2006,3.40410423416,27/32737227_1958-12-29_2006.jpg,48
45606,1989-12-14,2014,0.936326194855,90/32737290_1989-12-14_2014.jpg,25
45607,1993-01-05,2011,1.55643545668,26/32737526_1993-01-05_2011.jpg,18
45608,1953-11-14,2009,2.76877077377,07/3273807_1953-11-14_2009.jpg,56
45609,1988-12-30,2015,3.92540422442,06/32738806_1988-12-30_2015.jpg,27
45612,1990-05-19,2012,2.33574011094,68/32740168_1990-05-19_2012.jpg,22
45614,1987-11-18,2012,3.09244802172,87/32740287_1987-11-18_2012.jpg,25
45617,1947-07-18,2013,3.73351632327,18/327418_1947-07-18_2013.jpg,66
45619,1977-02-10,2009,3.21082016297,87/32742887_1977-02-10_2009.jpg,32
45621,1992-09-18,2015,3.56544408631,91/32743091_1992-09-18_2015.jpg,23
45625,1959-05-20,1993,3.16961602318,37/327437_1959-05-20_1993.jpg,34
45627,1901-07-02,1943,2.54027056421,89/32744689_1901-07-02_1943.jpg,42
45631,1953-08-19,2009,2.32311432773,57/327457_1953-08-19_2009.jpg,56
45633,1919-11-18,1953,3.92989631057,39/3274639_1919-11-18_1953.jpg,34
45636,1990-10-18,2011,3.00632456679,05/32746905_1990-10-18_2011.jpg,21
45637,1979-04-03,2007,4.42874335593,97/3274697_1979-04-03_2007.jpg,28
45638,1987-03-04,2011,3.2850322869,26/32747026_1987-03-04_2011.jpg,24
45639,1992-10-20,2013,3.29107779949,43/32747043_1992-10-20_2013.jpg,21
45640,1944-02-04,2011,3.13545618189,21/32747821_1944-02-04_2011.jpg,67
45641,1987-11-30,2015,4.57610233775,90/32747990_1987-11-30_2015.jpg,28
45651,1992-01-20,2013,4.07367633094,53/32752453_1992-01-20_2013.jpg,21
45652,1916-01-22,1942,2.32911337906,80/3275280_1916-01-22_1942.jpg,26
45653,1947-08-08,2014,3.16330015676,30/327530_1947-08-08_2014.jpg,67
45654,1962-12-10,2010,3.79158356713,15/32753115_1962-12-10_2010.jpg,48
45657,1980-01-04,2012,6.0023135667,12/32753912_1980-01-04_2012.jpg,32
45658,1992-03-30,2013,1.93879571766,87/32754087_1992-03-30_2013.jpg,21
45659,1950-11-21,2010,2.65461767888,18/3275418_1950-11-21_2010.jpg,60
45660,1977-12-16,2003,0.858004647642,28/3275428_1977-12-16_2003.jpg,26
45662,1948-11-03,2000,3.16243438068,28/32754928_1948-11-03_2000.jpg,52
45664,1932-02-03,1964,1.18504530531,14/32755914_1932-02-03_1964.jpg,32
45665,1925-06-06,1950,2.19940187193,98/32756098_1925-06-06_1950.jpg,25
45666,1993-12-05,2013,1.87637776573,94/32756294_1993-12-05_2013.jpg,20
45667,1990-06-04,2014,2.79306774476,32/32756732_1990-06-04_2014.jpg,24
45669,1896-09-13,1953,1.61994738909,16/32758516_1896-09-13_1953.jpg,57
45671,1992-05-14,2013,2.56260294151,86/32762386_1992-05-14_2013.jpg,21
45675,1986-03-26,2015,2.12447054644,97/32765597_1986-03-26_2015.jpg,29
45677,1951-01-12,1994,4.61157264692,64/327664_1951-01-12_1994.jpg,43
45678,1947-04-22,2010,4.26508181174,31/3276731_1947-04-22_2010.jpg,63
45679,1979-07-19,2013,2.16779109488,27/32767327_1979-07-19_2013.jpg,34
45680,1986-04-25,2013,4.29511396488,60/32767460_1986-04-25_2013.jpg,27
45681,1890-03-11,1940,1.69862827783,67/32767_1890-03-11_1940.jpg,50
45682,1993-10-23,2013,3.47871702388,33/32768633_1993-10-23_2013.jpg,20
45683,1971-06-10,2012,4.26262073933,76/32769376_1971-06-10_2012.jpg,41
45684,1915-04-01,1949,3.45784442665,02/3277002_1915-04-01_1949.jpg,34
45691,1991-07-20,2014,0.900755758008,61/32772961_1991-07-20_2014.jpg,23
45694,1992-06-14,2015,3.19205349623,74/32773374_1992-06-14_2015.jpg,23
45697,1989-03-24,2011,2.70474361149,81/32776481_1989-03-24_2011.jpg,22
45698,1989-05-15,2014,3.31870983224,10/32777210_1989-05-15_2014.jpg,25
45699,1936-12-27,2013,4.24336249602,04/3277804_1936-12-27_2013.jpg,77
45700,1988-08-12,2013,5.25402019225,21/32779021_1988-08-12_2013.jpg,25
45702,1996-03-06,2013,3.24601063924,87/32780487_1996-03-06_2013.jpg,17
45704,1991-07-01,2011,4.7466139405,82/32782082_1991-07-01_2011.jpg,20
45705,1959-12-02,1983,2.39786034943,63/32782463_1959-12-02_1983.jpg,24
45706,1979-01-08,2007,1.90011083691,35/327835_1979-01-08_2007.jpg,28
45707,1963-11-28,2010,5.16425499505,53/327853_1963-11-28_2010.jpg,47
45709,1980-09-12,2013,4.33491607065,33/32786133_1980-09-12_2013.jpg,33
45712,1908-05-12,1962,1.20681603006,09/3278809_1908-05-12_1962.jpg,54
45713,1943-07-16,2009,3.66786335847,92/327892_1943-07-16_2009.jpg,66
45714,1984-04-02,2011,0.907161752072,68/32789768_1984-04-02_2011.jpg,27
45715,1987-08-07,2012,3.50518127418,79/32789979_1987-08-07_2012.jpg,25
45717,1954-04-07,2009,3.78166651494,11/327911_1954-04-07_2009.jpg,55
45719,1988-02-26,2014,1.05806595496,74/32794074_1988-02-26_2014.jpg,26
45731,1980-09-21,2013,4.19897207665,18/427018_1980-09-21_2013.jpg,33
45732,1934-11-01,2006,4.47722567399,50/42703150_1934-11-01_2006.jpg,72
45734,1938-11-05,1963,2.67660200225,14/42706014_1938-11-05_1963.jpg,25
45735,1969-07-14,2009,2.49344488366,69/42706169_1969-07-14_2009.jpg,40
45737,1952-11-19,2004,3.6059030751,04/42708304_1952-11-19_2004.jpg,52
45738,1996-03-11,2013,4.56460473064,34/42708434_1996-03-11_2013.jpg,17
45741,1956-11-09,2004,2.9801329883,56/4271256_1956-11-09_2004.jpg,48
45745,1990-10-01,2014,3.05535158468,72/42713572_1990-10-01_2014.jpg,24
45750,1990-11-15,2014,1.29166385989,16/42713916_1990-11-15_2014.jpg,24
45753,1956-01-01,2009,2.73738627269,43/42714043_1956-01-01_2009.jpg,53
45755,1988-12-26,2014,3.00890337294,50/42716550_1988-12-26_2014.jpg,26
45756,1990-11-30,2013,4.39641402905,72/42716672_1990-11-30_2013.jpg,23
45757,1991-06-27,2015,5.30390910634,88/42716688_1991-06-27_2015.jpg,24
45758,1987-03-21,2014,4.56564791245,24/42716724_1987-03-21_2014.jpg,27
45759,1984-03-08,2013,4.98215662855,62/42716762_1984-03-08_2013.jpg,29
45760,1986-03-05,2013,4.6594470853,25/42716825_1986-03-05_2013.jpg,27
45761,1989-10-04,2014,5.15570006666,74/42716874_1989-10-04_2014.jpg,25
45762,1978-12-02,2010,4.42625837885,16/42716_1978-12-02_2010.jpg,32
45765,1946-01-25,2006,1.53807350562,55/42718155_1946-01-25_2006.jpg,60
45767,1992-04-06,2014,2.09297012746,93/42718293_1992-04-06_2014.jpg,22
45768,1931-07-04,1959,3.33177734813,83/427183_1931-07-04_1959.jpg,28
45769,1991-06-19,2014,2.48849929499,23/42718423_1991-06-19_2014.jpg,23
45773,1993-10-29,2015,3.04882448481,80/42718680_1993-10-29_2015.jpg,22
45775,1991-12-23,2014,0.973085169682,35/42718735_1991-12-23_2014.jpg,23
45779,1995-06-11,2012,3.22436840382,01/42718901_1995-06-11_2012.jpg,17
45780,1993-03-08,2014,2.74812706507,67/42718967_1993-03-08_2014.jpg,21
45795,1991-11-19,2014,2.48846671081,41/42720941_1991-11-19_2014.jpg,23
45798,1990-08-18,2014,4.06509982064,89/42720989_1990-08-18_2014.jpg,24
45802,1952-02-19,2005,2.73627054618,13/427213_1952-02-19_2005.jpg,53
45806,1925-12-11,1963,3.34031100281,37/42722337_1925-12-11_1963.jpg,38
45807,1967-11-25,2010,1.18480723341,25/427225_1967-11-25_2010.jpg,43
